name,brand_name,regular_price_value,offer_price_value,currency,classification_l1,classification_l2,classification_l3,classification_l4,image_url
Rotary GS05303/09 Men's Windsor Day Date Leather Strap Watch  Brown/Gold,rotary,135,135,GBP,men,men's accessories,men's watches,,https://johnlewis.scene7.com/is/image/JohnLewis/237338636?
Elizabeth Arden Beautiful Color Eyeshadow - Single,elizabeth arden,16,16,GBP,beauty,makeup,,,https://johnlewis.scene7.com/is/image/JohnLewis/000348901?
Skip Hop Pronto Changing Mat  Zig Zag,skip hop,30,30,GBP,baby & child,bathing & changing,changing mats & accessories,,https://johnlewis.scene7.com/is/image/JohnLewis/237347383?
Elizabeth Arden Beautiful Color Eyeshadow - Single,elizabeth arden,16,16,GBP,beauty,makeup,,,https://johnlewis.scene7.com/is/image/JohnLewis/000348901?
John Lewis & Partners 10 Denier Smooth Ladder Resist Tights  Pack of 1,john lewis & partners,5,5,GBP,women,tights,,,https://johnlewis.scene7.com/is/image/JohnLewis/003218677?
Elizabeth Arden Beautiful Color Eyeshadow - Single,elizabeth arden,16,16,GBP,beauty,makeup,,,https://johnlewis.scene7.com/is/image/JohnLewis/000348901?
Elizabeth Arden Beautiful Color Eyeshadow - Single,elizabeth arden,16,16,GBP,beauty,makeup,,,https://johnlewis.scene7.com/is/image/JohnLewis/000348901?
Ted Baker Rosalee Bow Wash Bag  Black,ted baker,22.4,22.4,GBP,beauty,make-up accessories,make-up bags,,https://johnlewis.scene7.com/is/image/JohnLewis/238064519?
Elizabeth Arden Beautiful Color Eyeshadow - Single,elizabeth arden,16,16,GBP,beauty,makeup,,,https://johnlewis.scene7.com/is/image/JohnLewis/000348901?
Lorus Men's Date Leather Strap Watch  Brown/White RH940JX9,lorus,29.99,29.99,GBP,men,men's accessories,men's watches,,https://johnlewis.scene7.com/is/image/JohnLewis/237419694?
Gentlemen's Hardware Camping Survival Kit,gentlemen's hardware,18,18,GBP,gifts,novelty & gadget gifts,,,https://johnlewis.scene7.com/is/image/JohnLewis/238143975?
John Lewis & Partners 10 Denier Smooth Ladder Resist Tights  Pack of 1,john lewis & partners,5,5,GBP,women,tights,,,https://johnlewis.scene7.com/is/image/JohnLewis/003218659?
Atelier Cologne Santal Carmin Cologne Absolue,atelier cologne,95,95,GBP,beauty,men's aftershave,,,https://johnlewis.scene7.com/is/image/JohnLewis/237278434?
Emma Bridgewater Winterberry Medium Pasta Bowl  White/Multi  23cm,emma bridgewater,22.95,16,GBP,home & garden,tableware,bowls,,https://johnlewis.scene7.com/is/image/JohnLewis/238112062?
John Lewis & Partners 10 Denier Smooth Ladder Resist Tights  Pack of 1,john lewis & partners,5,5,GBP,women,tights,,,https://johnlewis.scene7.com/is/image/JohnLewis/003218679?
Givenchy Ysatis Eau de Toilette,givenchy,55.8,55.8,GBP,beauty,women's fragrance,,,https://johnlewis.scene7.com/is/image/JohnLewis/237144043?
Warhol - Campbell's Tomato Soup Can,john lewis & partners,65,65,GBP,home & garden,pictures,,,https://johnlewis.scene7.com/is/image/JohnLewis/000147590?
Sisley So intense Eyeliner Pencil  1ml,sisley,46.5,46.5,GBP,beauty,makeup,,,https://johnlewis.scene7.com/is/image/JohnLewis/234710559?
NARS Laguna Liquid Bronzer  30ml,nars,28,28,GBP,beauty,makeup,,,https://johnlewis.scene7.com/is/image/JohnLewis/235328337?
Warhol - Campbell's Tomato Soup Can,john lewis & partners,65,65,GBP,home & garden,pictures,,,https://johnlewis.scene7.com/is/image/JohnLewis/000147592?
Whistles Fray Hem Jeans  Ivory/Multi,whistles,119,45,GBP,women,women's jeans,,,https://johnlewis.scene7.com/is/image/JohnLewis/004055387?
Chesca Scoop Neck Linen Dress  Black,chesca,145,145,GBP,women,women's dresses,,,https://johnlewis.scene7.com/is/image/JohnLewis/004087389?
Betty & Co. Jersey Shift Dress  Light Silver Melange,betty & co.,115,69,GBP,women,women's dresses,,,https://johnlewis.scene7.com/is/image/JohnLewis/004275539?
Giorgio Armani Code For Women Eau de Parfum,giorgio armani,48.6,48.6,GBP,beauty,women's fragrance,,,https://johnlewis.scene7.com/is/image/JohnLewis/000023260?
Le Labo Rose 31 Perfuming Body Lotion  237ml,le labo,45,45,GBP,beauty,body care,,,https://johnlewis.scene7.com/is/image/JohnLewis/237739964?
Chesca Embroidered Mesh Coat  Navy,chesca,195,195,GBP,women,women's coats & jackets,,,https://johnlewis.scene7.com/is/image/JohnLewis/004035429?
AllSaints Bri Leggings,allsaints,35,35,GBP,women,women's trousers & leggings,,,https://johnlewis.scene7.com/is/image/JohnLewis/002509370?
John Lewis & Partners Twill Car Coat,john lewis & partners,195,95,GBP,men,men's coats & jackets,,,https://johnlewis.scene7.com/is/image/JohnLewis/003991480?
AllSaints Bri Leggings,allsaints,35,35,GBP,women,women's trousers & leggings,,,https://johnlewis.scene7.com/is/image/JohnLewis/003373632?
Osborne & Little Fresco Wallpaper,osborne & little,63,63,GBP,home & garden,diy,wallpaper,,https://johnlewis.scene7.com/is/image/JohnLewis/236780495?
Osborne & Little Fresco Wallpaper,osborne & little,63,63,GBP,home & garden,diy,wallpaper,,https://johnlewis.scene7.com/is/image/JohnLewis/236780480?
Kit Heath Cubic Zirconia Pebble Pendant Necklace  Silver,,70,70,GBP,women,women's jewellery,women's necklaces,,https://johnlewis.scene7.com/is/image/JohnLewis/238245681?
Hamilton H40655151 Men's Railroad Skeleton Automatic Bracelet Strap Watch  Silver,hamilton,1240,1240,GBP,men,men's accessories,men's watches,,https://johnlewis.scene7.com/is/image/JohnLewis/237649487?
Osborne & Little Fresco Wallpaper,osborne & little,63,63,GBP,home & garden,diy,wallpaper,,https://johnlewis.scene7.com/is/image/JohnLewis/236780497?
Osborne & Little Fresco Wallpaper,osborne & little,63,63,GBP,home & garden,diy,wallpaper,,https://johnlewis.scene7.com/is/image/JohnLewis/236780482?
Huawei Y6 2019 Smartphone  Android  2GB RAM  6.09”  4G LTE  SIM Free  32GB,huawei,99.95,99.95,GBP,electricals,mobile phones & accessories,view all mobile phones,,https://johnlewis.scene7.com/is/image/JohnLewis/238138629?
Osborne & Little Fresco Wallpaper,osborne & little,63,63,GBP,home & garden,diy,wallpaper,,https://johnlewis.scene7.com/is/image/JohnLewis/236780501?
Huawei Y6 2019 Smartphone  Android  2GB RAM  6.09”  4G LTE  SIM Free  32GB,huawei,99.95,99.95,GBP,electricals,mobile phones & accessories,view all mobile phones,,https://johnlewis.scene7.com/is/image/JohnLewis/238138631?
John Lewis & Partners Brooke Rug  L200 x W300 cm,john lewis & partners,480,480,GBP,home & garden,carpets & flooring,rugs,,https://johnlewis.scene7.com/is/image/JohnLewis/238012308?
John Lewis & Partners Coastal Highball Glasses  Assorted  450ml  Set of 4,john lewis & partners,36,18,GBP,home & garden,drinkware,tumblers,,https://johnlewis.scene7.com/is/image/JohnLewis/237222218?
Osborne & Little Fresco Wallpaper,osborne & little,63,63,GBP,home & garden,diy,wallpaper,,https://johnlewis.scene7.com/is/image/JohnLewis/236780483?
John Lewis & Partners Baby Rugby Stripe Top  Red/Blue,john lewis & partners,11,7.5,GBP,baby & child,baby & toddlerwear (0-3 yrs),baby & toddler tops,,https://johnlewis.scene7.com/is/image/JohnLewis/003941351?
Huawei Y6 2019 Smartphone  Android  2GB RAM  6.09”  4G LTE  SIM Free  32GB,huawei,99.95,99.95,GBP,electricals,mobile phones & accessories,view all mobile phones,,https://johnlewis.scene7.com/is/image/JohnLewis/238138630?
John Lewis & Partners Brooke Rug  L200 x W300 cm,john lewis & partners,480,480,GBP,home & garden,carpets & flooring,rugs,,https://johnlewis.scene7.com/is/image/JohnLewis/238012324?
Osborne & Little Fresco Wallpaper,osborne & little,63,63,GBP,home & garden,diy,wallpaper,,https://johnlewis.scene7.com/is/image/JohnLewis/236780498?
Osborne & Little Fresco Wallpaper,osborne & little,63,63,GBP,home & garden,diy,wallpaper,,https://johnlewis.scene7.com/is/image/JohnLewis/236780481?
Osborne & Little Fresco Wallpaper,osborne & little,63,63,GBP,home & garden,diy,wallpaper,,https://johnlewis.scene7.com/is/image/JohnLewis/236780506?
Janine Burrows - Dale Framed Canvas  65 x 85cm  Green/Multi,john lewis & partners,100,50,GBP,home & garden,pictures,,,https://johnlewis.scene7.com/is/image/JohnLewis/237992775?
Osborne & Little Fresco Wallpaper,osborne & little,63,63,GBP,home & garden,diy,wallpaper,,https://johnlewis.scene7.com/is/image/JohnLewis/236780487?
OXO Good Grips Wooden Turner,oxo,6.5,1.95,GBP,home & garden,utensils,utensils-,view all kitchen utensils,https://johnlewis.scene7.com/is/image/JohnLewis/234687488?
John Lewis & Partners Peg Trousers  Navy,john lewis & partners,69,14,GBP,women,women's trousers & leggings,,,https://johnlewis.scene7.com/is/image/JohnLewis/003870149?
Charlotte Tilbury Hot Lips 2.0,charlotte tilbury,28,28,GBP,beauty,makeup,,,https://johnlewis.scene7.com/is/image/JohnLewis/238193312?
Charlotte Tilbury Hot Lips 2.0,charlotte tilbury,28,28,GBP,beauty,makeup,,,https://johnlewis.scene7.com/is/image/JohnLewis/238193319?
Cole & Son Flamingos Wallpaper,cole & son,85,85,GBP,home & garden,diy,wallpaper,,https://johnlewis.scene7.com/is/image/JohnLewis/231879776?
Charlotte Tilbury Hot Lips 2.0,charlotte tilbury,28,28,GBP,beauty,makeup,,,https://johnlewis.scene7.com/is/image/JohnLewis/238193315?
Cole & Son Flamingos Wallpaper,cole & son,85,85,GBP,home & garden,diy,wallpaper,,https://johnlewis.scene7.com/is/image/JohnLewis/231879775?
Charlotte Tilbury Hot Lips 2.0,charlotte tilbury,28,28,GBP,beauty,makeup,,,https://johnlewis.scene7.com/is/image/JohnLewis/238193311?
Cole & Son Flamingos Wallpaper,cole & son,85,85,GBP,home & garden,diy,wallpaper,,https://johnlewis.scene7.com/is/image/JohnLewis/231879774?
Charlotte Tilbury Hot Lips 2.0,charlotte tilbury,28,28,GBP,beauty,makeup,,,https://johnlewis.scene7.com/is/image/JohnLewis/238193317?
Cole & Son Flamingos Wallpaper,cole & son,85,85,GBP,home & garden,diy,wallpaper,,https://johnlewis.scene7.com/is/image/JohnLewis/231879777?
Charlotte Tilbury Hot Lips 2.0,charlotte tilbury,28,28,GBP,beauty,makeup,,,https://johnlewis.scene7.com/is/image/JohnLewis/238193314?
John Lewis & Partners Cashmink Buffalo Plaid Scarf,john lewis & partners,28,28,GBP,men,men's accessories,men's hats  gloves & scarves,,https://johnlewis.scene7.com/is/image/JohnLewis/004111144?
Jellycat Bashful Bunny Rattle Soft Toy  Blue,jellycat,13,13,GBP,baby & child,baby & preschool toys,teethers & baby rattles,,https://johnlewis.scene7.com/is/image/JohnLewis/231555270?
Charlotte Tilbury Hot Lips 2.0,charlotte tilbury,28,28,GBP,beauty,makeup,,,https://johnlewis.scene7.com/is/image/JohnLewis/238193320?
John Lewis & Partners Cashmink Buffalo Plaid Scarf,john lewis & partners,28,28,GBP,men,men's accessories,men's hats  gloves & scarves,,https://johnlewis.scene7.com/is/image/JohnLewis/004111152?
Charlotte Tilbury Hot Lips 2.0,charlotte tilbury,28,28,GBP,beauty,makeup,,,https://johnlewis.scene7.com/is/image/JohnLewis/238193310?
Dunhill London ICON Absolute Eau de Parfum  100ml,dunhill,104,104,GBP,beauty,men's aftershave,,,https://johnlewis.scene7.com/is/image/JohnLewis/235082248?
Charlotte Tilbury Hot Lips 2.0,charlotte tilbury,28,28,GBP,beauty,makeup,,,https://johnlewis.scene7.com/is/image/JohnLewis/238193318?
Charlotte Tilbury Hot Lips 2.0,charlotte tilbury,28,28,GBP,beauty,makeup,,,https://johnlewis.scene7.com/is/image/JohnLewis/238193313?
Sisley Phyto-Teint Ultra Eclat Foundation,sisley,66,66,GBP,beauty,makeup,,,https://johnlewis.scene7.com/is/image/JohnLewis/238247641?
Charlotte Tilbury Hot Lips 2.0,charlotte tilbury,28,28,GBP,beauty,makeup,,,https://johnlewis.scene7.com/is/image/JohnLewis/238193312
Joules Onside Long Sleeve Stripe Rugby Polo Shirt  Blue/Yellow,joules,59.95,59.95,GBP,men,men's polo shirts & rugby shirts,,,https://johnlewis.scene7.com/is/image/JohnLewis/004809396?
Sisley Phyto-Teint Ultra Eclat Foundation,sisley,66,66,GBP,beauty,makeup,,,https://johnlewis.scene7.com/is/image/JohnLewis/238247645?
Herschel Supply Co. Settlement Backpack,herschel supply co.,60,60,GBP,sport & leisure,suitcases  bags & accessories,suitcases  bags & accessories-nch,backpacks,https://johnlewis.scene7.com/is/image/JohnLewis/237872962?
Sisley Phyto-Teint Ultra Eclat Foundation,sisley,66,66,GBP,beauty,makeup,,,https://johnlewis.scene7.com/is/image/JohnLewis/238247649?
Sisley Phyto-Teint Ultra Eclat Foundation,sisley,66,66,GBP,beauty,makeup,,,https://johnlewis.scene7.com/is/image/JohnLewis/238247644?
Sisley Phyto-Teint Ultra Eclat Foundation,sisley,66,66,GBP,beauty,makeup,,,https://johnlewis.scene7.com/is/image/JohnLewis/238247647?
Gina Bacconi Quiana Spot Jumpsuit  Navy,gina bacconi,200,140,GBP,women,women's jumpsuits & playsuits,,,https://johnlewis.scene7.com/is/image/JohnLewis/004113326?
Sisley Phyto-Teint Ultra Eclat Foundation,sisley,66,66,GBP,beauty,makeup,,,https://johnlewis.scene7.com/is/image/JohnLewis/238247643?
John Lewis & Partners Snowscape Acrylic Stag Decoration  Clear,john lewis & partners,25,25,GBP,christmas,christmas room decorations,,,https://johnlewis.scene7.com/is/image/JohnLewis/238137711?
Sisley Phyto-Teint Ultra Eclat Foundation,sisley,66,66,GBP,beauty,makeup,,,https://johnlewis.scene7.com/is/image/JohnLewis/238247637?
Sisley Phyto-Teint Ultra Eclat Foundation,sisley,66,66,GBP,beauty,makeup,,,https://johnlewis.scene7.com/is/image/JohnLewis/238247642?
Sisley Phyto-Teint Ultra Eclat Foundation,sisley,66,66,GBP,beauty,makeup,,,https://johnlewis.scene7.com/is/image/JohnLewis/238247640?
Sisley Phyto-Teint Ultra Eclat Foundation,sisley,66,66,GBP,beauty,makeup,,,https://johnlewis.scene7.com/is/image/JohnLewis/238247636?
Molton Brown Re-Charge Black Pepper Scrub Bar  250g,molton brown,18,18,GBP,beauty,bath & shower,bath & shower,,https://johnlewis.scene7.com/is/image/JohnLewis/236088786?
Sisley Phyto-Teint Ultra Eclat Foundation,sisley,66,66,GBP,beauty,makeup,,,https://johnlewis.scene7.com/is/image/JohnLewis/238247648?
Raishma Mila Embroidered Gown,raishma,285,285,GBP,women,women's dresses,,,https://johnlewis.scene7.com/is/image/JohnLewis/004735116?
Sisley Phyto-Teint Ultra Eclat Foundation,sisley,66,66,GBP,beauty,makeup,,,https://johnlewis.scene7.com/is/image/JohnLewis/238247646?
Club Monaco Jemma Plaid Coat  Charcoal,club monaco,475,142.5,GBP,women,women's coats & jackets,,,https://johnlewis.scene7.com/is/image/JohnLewis/004747283?
Sisley Phyto-Teint Ultra Eclat Foundation,sisley,66,66,GBP,beauty,makeup,,,https://johnlewis.scene7.com/is/image/JohnLewis/238247638?
Sisley Phyto-Teint Ultra Eclat Foundation,sisley,66,66,GBP,beauty,makeup,,,https://johnlewis.scene7.com/is/image/JohnLewis/238247639?
John Lewis & Partners Ennis Coffee Table  Natural,john lewis & partners,199,199,GBP,furniture & lights,living room,coffee tables,,https://johnlewis.scene7.com/is/image/JohnLewis/238043475?
HUGO BOSS BOSS Bottled Absolute Limited Edition Eau de Parfum,hugo boss,55,55,GBP,beauty,men's aftershave,,,https://johnlewis.scene7.com/is/image/JohnLewis/238294109?
AWARE BY VERO MODA Sleeveless Satin Dress  Shopping Bag,vero moda,38,12,GBP,women,women's dresses,,,https://johnlewis.scene7.com/is/image/JohnLewis/004249706?
"House by John Lewis Round Corner Photo Frame  4 x 6"" (10 x 15cm)",house by john lewis,5,5,GBP,home & garden,photo frames & accessories,,,https://johnlewis.scene7.com/is/image/JohnLewis/237365008?
AllSaints Rigby Lux Leather Biker Jacket  Black/Toffee,allsaints,358,179,GBP,women,women's coats & jackets,,,https://johnlewis.scene7.com/is/image/JohnLewis/004621116?
John Lewis & Partners Satis Glass Front 4 Drawer Chest,john lewis & partners,480,480,GBP,furniture & lights,bedroom,chests of drawers,,https://johnlewis.scene7.com/is/image/JohnLewis/236921483?
"House by John Lewis Round Corner Photo Frame  4 x 6"" (10 x 15cm)",house by john lewis,5,5,GBP,home & garden,photo frames & accessories,,,https://johnlewis.scene7.com/is/image/JohnLewis/237365029?
John Lewis & Partners Satis Glass Front 4 Drawer Chest,john lewis & partners,480,480,GBP,furniture & lights,bedroom,chests of drawers,,https://johnlewis.scene7.com/is/image/JohnLewis/236921485?
NUXE Nuxellence® Detox Detoxifying and Anti-Ageing Night Care  50ml,nuxe,44,30.8,GBP,beauty,skin care  treatments & supplements,night treatments,,https://johnlewis.scene7.com/is/image/JohnLewis/235862584?
Dior Hydra Life Triple Action Makeup Remover - Cleanse  Soothe  Beautify  125ml,dior,25.65,25.65,GBP,beauty,skin care  treatments & supplements,eye & make up removers,,https://johnlewis.scene7.com/is/image/JohnLewis/237350534?
LEGO City 60226 Mars Research Shuttle,lego,19.99,19.99,GBP,baby & child,cars  trains  boats & planes,,,https://johnlewis.scene7.com/is/image/JohnLewis/238151497?
"House by John Lewis Round Corner Photo Frame  4 x 6"" (10 x 15cm)",house by john lewis,5,5,GBP,home & garden,photo frames & accessories,,,https://johnlewis.scene7.com/is/image/JohnLewis/237993731?
John Lewis & Partners Satis Glass Front 4 Drawer Chest,john lewis & partners,480,480,GBP,furniture & lights,bedroom,chests of drawers,,https://johnlewis.scene7.com/is/image/JohnLewis/236921484?
John Lewis & Partners Cotton Rich Socks  Pack of 5,john lewis & partners,12,12,GBP,men,men's socks,,,https://johnlewis.scene7.com/is/image/JohnLewis/000260509?
Sunspel Fine Stripe Woven Cotton Boxers  Navy,sunspel,35,35,GBP,men,men's underwear,,,https://johnlewis.scene7.com/is/image/JohnLewis/002269120?
John Lewis & Partners Cotton Rich Socks  Pack of 5,john lewis & partners,12,12,GBP,men,men's socks,,,https://johnlewis.scene7.com/is/image/JohnLewis/000260510?
Art File London Christmas Tree Charity Christmas Cards  Pack of 6,art file,4.75,4.75,GBP,christmas,christmas cards,,,https://johnlewis.scene7.com/is/image/JohnLewis/238288243?
Studio 8 Hestor Knot Top  Merlot,studio 8,49,29,GBP,women,women's shirts & tops,,,https://johnlewis.scene7.com/is/image/JohnLewis/003663935?
LEGO Ninjago 70668 Jay's Storm Fighter,lego,31.99,31.99,GBP,baby & child,construction toys,,,https://johnlewis.scene7.com/is/image/JohnLewis/237860440?
Aveda Botanical Kinetics™ Hydrating Lotion  40ml,aveda,9,9,GBP,beauty,skin care  treatments & supplements,moisturisers,,https://johnlewis.scene7.com/is/image/JohnLewis/238248285?
John Lewis & Partners Traditions Decorated Baubles  Box of 4  Red,john lewis & partners,15,4.5,GBP,christmas,baubles & tree decorations,,,https://johnlewis.scene7.com/is/image/JohnLewis/238125633?
"Tom Schneider Radius 1550 TV Stand for TVs up to 65""",tom schneider,1990,1990,GBP,furniture & lights,living room,tv stands,,https://johnlewis.scene7.com/is/image/JohnLewis/237413313?
Ted Baker Blasia Brush Case,ted baker,25,25,GBP,beauty,make-up accessories,make-up bags,,https://johnlewis.scene7.com/is/image/JohnLewis/238178440?
Chesca Floral Border Print Jersey Cardigan  Pink,chesca,94.5,94.5,GBP,women,women's knitwear,,,https://johnlewis.scene7.com/is/image/JohnLewis/003069321?
Betty Barclay Quilted Coat,betty barclay,205,102.5,GBP,women,women's coats & jackets,,,https://johnlewis.scene7.com/is/image/JohnLewis/004181474?
Ted Baker Blasia Brush Case,ted baker,25,25,GBP,beauty,make-up accessories,make-up bags,,https://johnlewis.scene7.com/is/image/JohnLewis/238189301?
L.K.Bennett Debra Silk Shirt Dress  Multi/Yellow,l.k.bennett,295,110.25,GBP,women,women's dresses,,,https://johnlewis.scene7.com/is/image/JohnLewis/003999708?
Mint Velvet Metallic T-Shirt  Yellow,mint velvet,49,25,GBP,women,women's shirts & tops,,,https://johnlewis.scene7.com/is/image/JohnLewis/004057824?
